DISTRICT,DD003AMA1219R,DD003ARE1219R,DD203AMA1219R,DD203ARE1219R,DD303AMA1219R,DD303ARE1219R,DD403AMA1219R,DD403ARE1219R,DDA03AMA1219R,DDA03ARE1219R,DDB03AMA1219R,DDB03ARE1219R,DDE03AMA1219R,DDE03ARE1219R,DDF03AMA1219R,DDF03ARE1219R,DDH03AMA1219R,DDH03ARE1219R,DDI03AMA1219R,DDI03ARE1219R,DDL03AMA1219R,DDL03ARE1219R,DDM03AMA1219R,DDM03ARE1219R,DDR03AMA1219R,DDR03ARE1219R,DDS03AMA1219R,DDS03ARE1219R,DDW03AMA1219R,DDW03ARE1219R,DNC03AMA1219R,DNC03ARE1219R,DNM03AMA1219R,DNM03ARE1219R,DNS03AMA1219R,DNS03ARE1219R
'239901,33,21,-1,-1,-1,-1,.,.,48,38,22,18,36,25,51,43,41,30,-1,-1,31,18,46,33,26,13,31,25,70,55,50,39,42,31,60,33
'239903,.,.,.,.,.,.,.,.,84,68,-1,-1,78,56,77,62,60,60,.,.,.,.,92,75,78,44,-1,-1,89,72,85,70,80,60,.,.
'240801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240901,56,48,-1,-1,-1,-1,.,.,58,50,.,.,57,49,59,55,58,50,-1,-1,50,41,57,45,51,42,45,39,71,71,60,51,44,42,55,36
'240903,52,42,-1,-1,83,67,-1,-1,54,47,-1,-1,51,42,53,50,54,46,-1,-1,40,28,56,43,39,28,29,25,64,71,55,48,48,37,58,49
'240904,-1,-1,.,.,.,.,.,.,57,61,.,.,58,53,22,44,57,61,.,.,-1,-1,79,71,63,63,-1,-1,.,.,60,65,-1,-1,-1,-1
'241901,15,23,-1,-1,.,.,.,.,26,28,0,18,13,19,15,30,19,21,.,.,11,22,34,26,17,13,17,33,50,42,25,27,29,29,-1,-1
'241902,20,20,.,.,.,.,.,.,60,35,-1,-1,44,22,44,28,46,18,.,.,20,20,70,40,36,14,50,40,68,44,61,36,53,33,-1,-1
'241903,52,38,-1,-1,.,.,.,.,61,47,40,50,54,41,64,51,57,39,.,.,47,32,56,42,41,22,28,33,78,67,62,46,50,50,67,56
'241904,28,25,-1,-1,-1,-1,.,.,26,29,17,17,26,30,26,30,25,30,.,.,28,25,27,28,19,16,33,27,54,38,25,29,35,29,-1,-1
'241906,22,11,.,.,.,.,.,.,15,26,-1,-1,16,26,12,29,24,24,.,.,22,11,18,23,11,6,0,0,0,27,19,26,0,25,-1,-1
'242902,-1,-1,-1,-1,.,.,.,.,44,60,-1,-1,33,47,71,71,44,44,.,.,.,.,33,56,-1,-1,-1,-1,46,77,38,62,-1,-1,-1,-1
'242903,29,29,.,.,.,.,.,.,41,54,.,.,35,47,38,50,36,52,.,.,17,17,44,56,27,36,-1,-1,57,57,39,50,50,67,.,.
'242905,-1,-1,.,.,.,.,.,.,11,22,.,.,20,20,-1,-1,-1,-1,.,.,-1,-1,14,29,-1,-1,-1,-1,20,40,14,29,-1,-1,.,.
'242906,.,.,.,.,.,.,.,.,44,44,.,.,-1,-1,60,60,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,43,43,67,67,-1,-1,.,.
'243901,33,17,39,35,-1,-1,.,.,44,40,50,63,37,38,38,41,31,19,-1,-1,33,17,48,40,20,17,32,24,48,45,48,44,35,33,22,11
'243902,-1,-1,-1,-1,.,.,.,.,38,38,-1,-1,27,27,38,38,-1,-1,.,.,-1,-1,38,38,17,11,-1,-1,42,46,41,41,30,30,-1,-1
'243903,-1,-1,-1,-1,.,.,.,.,55,52,-1,-1,44,42,41,47,62,62,.,.,-1,-1,67,57,45,45,29,24,54,50,52,52,66,55,50,75
'243905,26,20,42,34,52,48,-1,-1,37,34,16,14,25,21,35,36,30,27,43,29,26,20,39,32,19,18,22,21,46,43,37,34,35,35,41,32
'243906,-1,-1,11,11,.,.,.,.,29,27,-1,-1,21,23,28,33,26,26,-1,-1,-1,-1,31,19,18,11,22,11,36,31,30,22,29,36,-1,-1
'244901,.,.,.,.,-1,-1,.,.,29,43,.,.,-1,-1,33,50,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,40,40,20,40,-1,-1,.,.
'244903,25,25,0,13,50,50,.,.,28,22,14,0,28,21,31,28,27,20,-1,-1,25,25,24,16,24,15,30,20,30,24,29,23,20,20,-1,-1
'244905,.,.,.,.,-1,-1,.,.,82,59,.,.,-1,-1,75,88,-1,-1,.,.,.,.,89,33,.,.,-1,-1,92,58,82,59,.,.,.,.
'245901,-1,-1,.,.,.,.,.,.,20,48,.,.,23,55,17,50,20,48,.,.,-1,-1,23,46,20,20,-1,-1,.,.,22,52,-1,-1,.,.
'245902,6,0,.,.,.,.,.,.,25,28,.,.,19,23,26,34,25,28,.,.,6,0,25,23,3,5,-1,-1,-1,-1,27,29,10,20,-1,-1
'245903,20,13,.,.,.,.,.,.,42,43,.,.,41,40,27,32,41,43,.,.,8,8,53,53,29,25,36,36,-1,-1,41,42,47,56,-1,-1
'245904,-1,-1,.,.,.,.,.,.,56,50,.,.,56,44,55,45,56,56,.,.,-1,-1,57,57,-1,-1,-1,-1,-1,-1,54,46,60,60,-1,-1
'246801,53,53,56,78,80,71,-1,-1,63,59,53,53,30,43,64,72,42,42,.,.,50,50,61,48,54,54,33,33,60,53,61,59,70,57,-1,-1
'246802,.,.,-1,-1,.,.,.,.,36,25,.,.,20,20,31,19,-1,-1,.,.,.,.,42,33,-1,-1,-1,-1,30,20,.,.,36,25,-1,-1
'246902,10,14,-1,-1,.,.,.,.,42,43,.,.,30,29,46,49,18,21,.,.,10,14,38,38,15,15,11,11,64,64,40,42,45,45,-1,-1
'246904,17,18,57,43,57,57,.,.,35,37,9,34,17,20,34,42,22,23,-1,-1,13,15,36,33,11,13,26,20,49,51,36,38,30,35,27,32
'246905,25,25,-1,-1,-1,-1,.,.,34,42,.,.,22,33,30,35,15,20,.,.,25,25,39,50,18,18,-1,-1,53,67,33,37,36,55,-1,-1
'246906,33,33,49,31,40,40,.,.,47,40,36,29,35,33,46,43,42,38,-1,-1,32,33,48,37,30,31,42,39,57,49,48,42,45,35,48,19
'246907,4,17,33,56,.,.,-1,-1,21,23,-1,-1,14,22,15,28,16,15,.,.,5,18,27,18,9,16,7,20,25,25,20,23,23,23,-1,-1
'246908,58,42,50,50,-1,-1,.,.,52,55,-1,-1,23,32,50,60,44,48,-1,-1,56,44,54,50,16,16,23,23,55,57,55,57,49,51,70,80
'246909,49,41,69,64,91,83,67,50,63,61,33,34,35,33,62,64,43,42,71,57,43,33,65,58,30,21,30,25,70,69,67,64,53,50,59,45
'246911,27,32,25,33,.,.,-1,-1,32,33,24,5,26,27,30,35,28,32,.,.,27,32,33,30,21,21,16,16,49,49,32,34,30,28,-1,-1
'246912,-1,-1,-1,-1,.,.,.,.,47,44,.,.,38,31,44,44,33,28,.,.,-1,-1,50,45,25,19,29,14,54,54,53,47,27,36,.,.
'246913,42,38,60,59,83,75,-1,-1,56,57,22,24,35,35,53,59,45,46,-1,-1,42,38,59,55,39,36,28,27,58,61,58,58,48,52,62,55
'246914,-1,-1,.,.,.,.,.,.,40,55,.,.,20,33,-1,-1,-1,-1,.,.,-1,-1,50,43,-1,20,-1,-1,50,67,50,57,-1,-1,.,.
'247901,31,19,-1,-1,-1,-1,.,.,37,33,-1,-1,32,28,37,34,34,27,.,.,31,19,37,32,20,13,6,6,44,43,36,31,40,42,63,25
'247903,22,44,-1,-1,.,.,.,.,61,47,-1,-1,44,29,54,49,49,47,-1,-1,22,44,66,45,43,28,36,32,65,48,60,46,63,51,71,43
'247904,0,0,-1,-1,.,.,.,.,34,48,.,.,19,29,32,45,25,40,.,.,0,0,36,50,5,16,22,11,43,57,34,50,33,33,-1,-1
'247906,-1,-1,-1,-1,.,.,.,.,41,48,.,.,28,36,43,50,37,48,.,.,-1,-1,38,44,25,38,33,33,44,44,38,50,50,40,.,.
'248901,13,29,-1,-1,-1,-1,.,.,18,26,-1,-1,18,26,20,25,19,28,.,.,10,28,15,27,11,21,0,0,13,19,16,26,23,27,-1,-1
'248902,-1,-1,.,.,.,.,.,.,41,38,.,.,31,23,47,40,40,47,.,.,-1,-1,35,35,10,0,-1,-1,41,29,35,31,67,67,-1,-1
'249901,40,20,.,.,.,.,.,.,76,52,.,.,77,50,69,46,43,29,-1,-1,40,20,78,54,42,32,17,17,83,56,76,47,75,67,.,.
'249902,67,33,-1,-1,.,.,.,.,32,32,.,.,34,30,35,41,42,33,-1,-1,67,33,30,26,23,20,38,38,30,31,38,38,21,21,-1,-1
'249903,22,22,.,.,-1,-1,.,.,32,32,-1,-1,25,25,29,38,21,24,.,.,22,22,37,26,20,17,21,16,43,40,31,29,37,48,-1,-1
'249904,55,27,-1,-1,.,.,.,.,41,45,-1,-1,32,42,43,54,40,30,.,.,55,27,38,33,45,18,-1,-1,44,59,39,45,45,45,-1,-1
'249905,29,24,-1,-1,-1,-1,-1,-1,44,41,.,.,38,31,42,49,27,24,.,.,29,24,46,34,23,18,26,18,53,50,43,41,46,43,29,14
'249906,60,0,-1,-1,.,.,.,.,68,42,-1,-1,48,22,64,40,73,36,.,.,-1,-1,73,43,54,8,33,17,67,42,68,41,70,43,-1,-1
'249908,-1,-1,.,.,.,.,.,.,15,15,.,.,17,0,0,13,-1,-1,.,.,-1,-1,40,20,-1,-1,-1,-1,11,11,20,20,-1,-1,-1,-1
'250902,-1,-1,-1,-1,.,.,.,.,38,40,-1,-1,35,35,36,45,20,20,.,.,-1,-1,39,36,23,19,-1,-1,36,38,40,43,30,30,-1,-1
'250903,23,23,25,38,-1,-1,.,.,33,27,-1,-1,29,25,30,27,31,33,.,.,23,23,36,27,20,12,0,0,34,22,36,31,22,11,20,0
'250904,67,50,-1,-1,.,.,.,.,61,48,.,.,63,46,52,39,67,50,-1,-1,67,50,73,61,47,29,36,14,61,48,63,50,53,41,-1,-1
'250905,-1,-1,-1,-1,.,.,.,.,64,61,.,.,56,63,56,69,83,83,.,.,-1,-1,75,50,-1,-1,.,.,57,52,67,63,-1,-1,-1,-1
'250906,-1,-1,-1,-1,.,.,-1,-1,29,35,.,.,23,35,28,41,-1,-1,-1,-1,-1,-1,30,26,14,10,17,33,29,37,32,40,17,17,-1,-1
'250907,25,13,33,17,.,.,.,.,51,42,.,.,42,36,49,44,46,31,.,.,25,13,52,40,27,27,30,20,53,46,49,39,62,62,-1,-1
'251901,43,22,.,.,-1,-1,.,.,37,29,-1,-1,27,23,32,33,35,24,.,.,43,22,41,24,26,13,22,22,47,53,36,28,38,31,-1,-1
'251902,-1,-1,-1,-1,.,.,.,.,38,21,.,.,29,14,41,24,43,21,.,.,-1,-1,33,17,22,11,-1,-1,31,15,35,20,44,22,.,.
'252901,24,24,-1,-1,.,.,.,.,42,42,.,.,34,36,34,45,30,29,-1,-1,24,24,48,40,30,25,33,40,46,48,41,43,44,40,44,33
'252902,.,.,.,.,.,.,.,.,33,42,.,.,33,17,25,38,-1,-1,.,.,.,.,-1,-1,0,0,-1,-1,36,45,36,45,-1,-1,.,.
'252903,-1,-1,-1,-1,.,.,.,.,35,51,-1,-1,33,50,18,55,38,44,-1,-1,-1,-1,48,48,19,31,14,29,31,55,32,50,60,60,-1,-1
'253901,42,27,.,.,-1,-1,.,.,56,43,.,.,52,38,58,49,55,43,.,.,42,27,54,38,39,23,22,22,-1,-1,54,41,75,58,-1,-1
'254901,-1,-1,.,.,.,.,.,.,27,30,.,.,24,26,27,40,27,30,.,.,-1,-1,28,17,11,13,17,11,.,.,29,27,19,50,.,.
'254902,-1,-1,.,.,.,.,.,.,33,42,.,.,31,41,37,47,34,41,.,.,-1,-1,29,35,30,40,33,33,-1,-1,35,45,20,20,-1,-1
