DISTRICT,DD003AMA1219R,DD003ARE1219R,DD203AMA1219R,DD203ARE1219R,DD303AMA1219R,DD303ARE1219R,DD403AMA1219R,DD403ARE1219R,DDA03AMA1219R,DDA03ARE1219R,DDB03AMA1219R,DDB03ARE1219R,DDE03AMA1219R,DDE03ARE1219R,DDF03AMA1219R,DDF03ARE1219R,DDH03AMA1219R,DDH03ARE1219R,DDI03AMA1219R,DDI03ARE1219R,DDL03AMA1219R,DDL03ARE1219R,DDM03AMA1219R,DDM03ARE1219R,DDR03AMA1219R,DDR03ARE1219R,DDS03AMA1219R,DDS03ARE1219R,DDW03AMA1219R,DDW03ARE1219R,DNC03AMA1219R,DNC03ARE1219R,DNM03AMA1219R,DNM03ARE1219R,DNS03AMA1219R,DNS03ARE1219R
'120901,50,28,40,40,60,40,.,.,43,35,31,31,33,23,44,36,35,22,.,.,36,18,42,34,34,19,19,19,53,51,45,35,31,38,-1,-1
'120902,20,30,.,.,.,.,.,.,42,47,-1,-1,35,44,36,40,35,45,.,.,20,30,46,54,16,16,-1,-1,56,56,43,47,-1,-1,.,.
'120905,20,0,.,.,.,.,.,.,60,39,.,.,48,32,63,44,45,23,.,.,20,0,58,33,36,0,60,20,66,44,59,36,65,47,-1,-1
'121902,.,.,-1,-1,.,.,.,.,44,56,.,.,50,63,27,64,-1,-1,.,.,.,.,71,43,17,17,-1,-1,44,56,43,57,-1,-1,.,.
'121903,.,.,-1,-1,.,.,.,.,41,47,20,40,30,33,33,43,-1,-1,.,.,.,.,51,52,24,21,20,30,42,47,41,49,41,36,67,50
'121904,11,6,29,43,.,.,.,.,23,33,12,22,19,28,23,33,18,31,-1,-1,11,6,23,32,17,24,26,35,38,44,22,31,29,39,-1,-1
'121905,43,43,27,36,.,.,.,.,41,41,13,0,39,35,43,50,33,25,-1,-1,43,43,40,32,29,27,7,0,48,48,41,39,47,53,-1,-1
'121906,.,.,-1,-1,.,.,.,.,36,18,.,.,24,18,29,29,.,.,.,.,.,.,42,11,33,11,-1,-1,39,19,39,18,20,20,.,.
'122901,-1,-1,.,.,.,.,.,.,31,31,.,.,25,25,43,43,11,11,.,.,-1,-1,17,17,10,10,-1,-1,-1,-1,25,25,-1,-1,.,.
'122902,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'123803,.,.,-1,-1,.,.,.,.,50,86,58,92,55,82,40,80,-1,-1,.,.,.,.,56,89,.,.,-1,-1,.,.,50,67,50,100,.,.
'123805,35,52,.,.,-1,-1,.,.,24,51,14,29,24,45,24,55,28,59,.,.,36,55,25,45,31,46,-1,-1,-1,-1,29,51,14,50,.,.
'123807,67,62,.,.,.,.,.,.,69,63,-1,-1,67,60,63,63,68,62,.,.,67,62,74,63,67,62,-1,-1,.,.,74,63,63,63,.,.
'123905,55,57,38,31,76,80,-1,-1,59,59,35,43,50,47,60,61,63,57,-1,-1,50,50,59,56,37,34,35,32,61,62,61,62,52,46,-1,-1
'123907,44,39,.,.,50,31,.,.,39,34,29,23,36,32,37,36,45,41,22,33,36,32,40,31,39,34,32,26,59,41,41,34,31,31,14,21
'123908,58,42,71,67,79,53,.,.,59,53,30,40,50,47,57,56,57,56,-1,-1,44,32,62,49,42,34,39,27,60,52,61,56,55,37,59,53
'123910,24,27,13,23,62,56,-1,-1,22,25,15,17,19,21,23,30,26,31,-1,-1,20,20,22,21,13,14,25,25,44,53,22,26,21,24,14,10
'123913,.,.,.,.,.,.,.,.,48,62,-1,-1,50,50,25,50,75,75,.,.,.,.,62,69,38,50,-1,-1,30,60,41,59,-1,-1,.,.
'123914,63,50,-1,-1,-1,-1,.,.,56,55,38,38,50,47,55,62,57,57,.,.,63,50,57,49,45,41,31,23,58,57,54,54,63,57,60,80
'124901,-1,-1,.,.,.,.,.,.,53,29,-1,-1,50,25,54,34,54,28,.,.,-1,-1,52,21,55,19,-1,-1,-1,-1,53,31,56,11,.,.
'125901,33,33,-1,-1,-1,-1,.,.,37,35,-1,-1,34,33,35,39,36,35,.,.,20,20,38,30,23,16,38,33,38,25,37,34,34,37,-1,-1
'125902,-1,-1,.,.,.,.,.,.,81,48,.,.,80,60,67,42,80,52,.,.,-1,-1,93,53,76,33,-1,-1,-1,-1,90,50,57,43,-1,-1
'125903,-1,-1,-1,-1,.,.,.,.,66,51,.,.,57,40,68,57,62,42,.,.,-1,-1,65,44,44,18,23,38,71,63,66,54,68,40,-1,-1
'125905,-1,-1,.,.,.,.,.,.,14,14,.,.,15,15,30,30,14,14,.,.,-1,-1,6,6,6,6,33,33,.,.,5,5,43,43,-1,-1
'125906,.,.,.,.,.,.,.,.,53,32,.,.,63,25,44,33,56,33,.,.,.,.,60,30,.,.,.,.,-1,-1,47,33,-1,-1,.,.
'126801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'126901,57,31,60,30,.,.,.,.,61,45,20,40,55,41,55,41,61,42,-1,-1,57,31,65,48,40,26,38,31,62,48,63,46,54,39,44,22
'126902,53,52,52,42,71,76,-1,-1,52,52,39,45,41,41,51,54,44,42,-1,-1,52,51,54,49,24,23,29,27,55,54,54,52,47,50,57,29
'126903,35,26,38,31,-1,-1,18,27,39,35,20,20,32,29,36,39,36,33,-1,-1,34,25,43,30,27,20,38,26,45,39,39,34,39,36,45,27
'126904,40,40,-1,-1,.,.,.,.,70,60,.,.,44,41,69,64,50,50,-1,-1,40,40,71,57,33,33,50,33,74,61,70,58,71,67,0,20
'126905,41,32,79,64,-1,-1,.,.,60,50,33,50,51,40,56,52,44,42,-1,-1,42,32,64,48,35,25,35,19,67,53,65,50,46,50,64,20
'126906,35,10,.,.,.,.,20,0,44,33,-1,-1,37,19,36,36,36,18,.,.,35,10,53,29,27,7,38,38,56,47,43,36,46,29,-1,-1
'126907,-1,-1,-1,-1,.,.,.,.,37,28,.,.,30,19,24,19,22,33,.,.,-1,-1,48,36,0,0,17,0,44,29,41,34,29,14,.,.
'126908,16,24,0,0,.,.,-1,-1,23,27,0,0,20,25,21,24,20,23,.,.,14,22,25,31,14,22,6,17,30,38,25,31,18,20,-1,-1
'126911,14,14,-1,-1,.,.,.,.,40,35,.,.,31,19,32,34,22,22,-1,-1,14,14,46,36,25,23,14,23,46,39,33,31,52,41,-1,-1
'127901,-1,-1,-1,-1,.,.,.,.,24,20,-1,-1,14,9,29,26,8,13,.,.,-1,-1,19,15,5,5,33,17,36,27,27,23,0,0,-1,-1
'127903,-1,-1,-1,-1,.,.,.,.,33,30,-1,-1,29,14,22,39,25,13,.,.,-1,-1,47,20,29,14,-1,-1,47,53,35,27,29,43,.,.
'127904,.,.,-1,-1,.,.,.,.,25,30,-1,-1,16,21,27,33,13,19,.,.,.,.,23,26,8,8,0,0,30,33,24,30,28,28,-1,-1
'127905,.,.,.,.,.,.,.,.,57,43,.,.,50,33,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,80,60,80,60,-1,-1,.,.
'127906,-1,-1,-1,-1,.,.,.,.,42,39,-1,-1,25,21,25,44,32,26,.,.,-1,-1,55,36,7,13,0,0,56,63,50,47,13,13,.,.
'128901,40,0,.,.,.,.,.,.,54,37,67,50,47,30,56,41,49,31,.,.,40,0,50,30,35,18,22,11,67,56,55,36,50,40,-1,-1
'128902,-1,-1,.,.,.,.,.,.,20,39,.,.,16,37,12,32,20,39,.,.,-1,-1,29,46,13,25,25,33,-1,-1,23,42,0,17,-1,-1
'128903,.,.,.,.,.,.,.,.,40,15,.,.,39,17,40,40,33,17,.,.,.,.,40,7,47,12,-1,-1,-1,-1,43,14,33,17,-1,-1
'128904,-1,-1,.,.,.,.,.,.,74,60,.,.,64,45,83,58,70,50,.,.,-1,-1,70,61,60,40,-1,-1,76,64,81,63,50,50,.,.
'129901,38,34,44,38,-1,-1,.,.,52,48,44,37,45,34,49,50,45,45,-1,-1,38,34,54,48,30,28,22,32,60,55,53,51,50,44,17,50
'129902,54,46,53,47,95,60,-1,-1,59,56,36,40,43,39,59,58,51,53,-1,-1,53,46,58,54,36,34,45,44,71,64,62,58,52,52,61,56
'129903,23,23,29,43,-1,-1,.,.,44,38,38,8,38,33,41,39,35,32,.,.,24,24,46,37,25,24,30,27,57,48,45,39,38,37,43,43
'129904,56,28,-1,-1,.,.,.,.,47,27,-1,-1,42,25,49,31,52,23,-1,-1,50,19,45,23,42,21,22,17,46,31,44,30,53,21,.,.
'129905,50,30,75,75,-1,-1,.,.,63,48,40,20,57,43,63,49,61,41,.,.,44,22,62,48,40,28,24,21,63,50,66,53,53,35,-1,-1
'129906,37,30,43,43,.,.,.,.,40,38,28,24,36,33,41,41,39,36,.,.,28,22,39,35,27,20,34,41,51,53,42,39,33,35,27,18
'129910,40,30,-1,-1,.,.,.,.,49,40,-1,-1,40,37,43,37,29,35,-1,-1,40,30,56,44,24,21,29,43,55,42,48,44,52,29,-1,-1
'130801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'130901,24,22,67,76,71,86,-1,-1,65,63,-1,-1,44,42,65,68,48,49,-1,-1,24,22,65,59,29,28,41,43,74,69,65,63,66,64,58,42
'130902,75,25,.,.,.,.,.,.,56,46,.,.,48,38,43,43,49,31,-1,-1,60,0,66,48,55,35,45,36,66,72,56,44,53,53,-1,-1
'131001,.,.,.,.,.,.,.,.,67,50,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,80,40,-1,-1,-1,-1,67,50,.,.,-1,-1
'132902,.,.,.,.,.,.,.,.,44,78,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,50,67,-1,-1,-1,-1,50,75,50,88,-1,-1,-1,-1
'133901,40,30,-1,-1,.,.,.,.,46,44,.,.,35,38,39,50,41,33,.,.,17,8,52,39,23,9,29,29,54,62,44,44,60,40,.,.
'133902,-1,-1,.,.,.,.,.,.,47,58,.,.,60,40,36,55,50,33,.,.,-1,-1,63,63,14,29,-1,-1,46,69,64,50,0,80,.,.
'133903,50,45,80,80,-1,-1,-1,-1,63,52,29,29,52,43,65,58,56,39,-1,-1,50,45,60,45,42,28,44,30,69,62,61,49,68,63,86,43
'133904,38,21,-1,-1,.,.,.,.,48,33,-1,-1,46,31,41,34,43,27,.,.,38,21,55,33,34,18,10,10,52,38,44,32,64,40,-1,-1
'133905,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'134901,-1,-1,-1,-1,.,.,.,.,26,26,.,.,23,31,29,38,0,10,.,.,-1,-1,21,7,0,0,-1,-1,37,33,22,22,36,36,-1,-1
'135001,.,.,.,.,.,.,.,.,57,57,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,57,57,-1,-1,-1,-1,.,.
'136901,-1,-1,.,.,.,.,.,.,36,43,.,.,17,25,30,45,29,32,-1,-1,-1,-1,41,41,27,27,-1,-1,54,62,36,44,-1,-1,-1,-1
'137901,87,60,.,.,-1,-1,.,.,53,38,54,54,48,33,48,36,49,32,.,.,80,40,59,40,32,16,19,16,77,63,54,38,50,38,36,9
'137902,-1,-1,-1,.,.,.,.,.,61,58,.,.,53,49,57,61,58,60,.,.,-1,-1,67,53,33,20,20,20,83,33,63,64,58,42,-1,-1
'137903,.,.,.,.,.,.,.,.,54,75,.,.,42,68,40,73,50,70,.,.,.,.,69,77,25,50,-1,-1,63,88,55,80,50,63,-1,-1
'137904,-1,-1,-1,-1,-1,-1,.,.,66,53,-1,-1,44,38,47,40,59,41,.,.,.,.,78,61,20,0,-1,-1,83,83,73,67,61,43,-1,-1
'138902,.,.,.,.,.,.,.,.,50,20,.,.,38,13,-1,-1,43,14,.,.,.,.,50,13,-1,-1,-1,-1,-1,-1,63,25,-1,-1,-1,-1
'138903,33,0,-1,-1,-1,-1,.,.,38,31,-1,-1,30,22,35,35,41,23,.,.,33,0,41,27,25,8,17,0,33,50,38,34,43,14,-1,-1
'138904,.,.,.,.,.,.,.,.,100,100,.,.,100,100,100,100,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
'139905,80,80,-1,-1,.,.,.,.,62,57,-1,-1,48,48,63,57,-1,-1,.,.,80,80,60,57,45,41,14,29,60,55,59,59,69,50,-1,-1
'139909,28,7,47,47,-1,-1,.,.,45,32,39,29,38,26,42,29,37,18,.,.,28,7,48,35,22,7,38,31,53,41,45,32,42,35,33,27
'139911,70,50,29,29,80,60,.,.,56,48,50,33,48,38,53,53,53,53,-1,-1,70,50,59,44,33,20,33,27,57,48,59,50,42,38,44,56
'139912,-1,-1,-1,-1,.,.,.,.,60,41,.,.,54,38,65,39,60,20,.,.,-1,-1,54,44,29,12,30,20,59,44,61,43,53,33,-1,-1
'140901,17,17,.,.,.,.,.,.,44,33,-1,-1,44,33,-1,-1,38,25,.,.,17,17,33,17,17,17,-1,-1,.,.,50,38,-1,-1,.,.
'140904,50,17,-1,-1,-1,-1,.,.,52,42,50,50,46,41,57,46,51,41,.,.,50,17,48,38,38,24,33,33,55,45,53,42,47,40,-1,-1
'140905,40,50,.,.,.,.,.,.,53,44,-1,-1,52,39,57,48,44,40,.,.,20,40,50,40,20,40,.,.,65,53,50,42,71,57,-1,-1
'140907,60,40,.,.,.,.,.,.,63,42,.,.,57,43,80,60,60,33,.,.,63,25,44,22,63,25,-1,-1,-1,-1,63,44,-1,-1,-1,-1
'140908,-1,-1,.,.,.,.,.,.,63,45,-1,-1,52,39,62,54,60,45,.,.,-1,-1,63,41,27,27,-1,-1,68,47,74,45,22,44,.,.
'141901,47,40,38,31,80,80,-1,-1,45,42,50,83,39,40,43,47,44,36,.,.,47,40,47,38,29,24,19,22,44,42,49,43,34,39,29,29
'141902,40,20,.,.,.,.,.,.,33,19,.,.,30,13,30,30,18,12,.,.,40,20,35,12,20,10,-1,-1,60,30,29,14,50,33,-1,-1
'142901,67,50,.,.,.,.,.,.,41,35,.,.,39,33,34,36,41,34,.,.,67,50,47,34,30,23,33,28,-1,-1,43,37,29,21,-1,-1
'143901,-1,-1,-1,-1,.,.,.,.,53,47,50,40,46,40,57,53,42,32,.,.,-1,-1,50,42,32,24,44,44,61,58,52,47,-1,-1,-1,-1
'143902,-1,-1,.,.,.,.,.,.,38,15,.,.,33,22,-1,-1,43,14,.,.,-1,-1,33,11,-1,-1,-1,-1,33,17,33,17,-1,-1,-1,-1
'143903,-1,-1,.,.,-1,-1,.,.,48,45,-1,-1,36,36,44,50,11,22,.,.,-1,-1,50,42,19,13,-1,-1,55,48,51,49,-1,-1,-1,-1
'143904,.,.,-1,-1,.,.,.,.,45,36,-1,-1,17,17,50,33,-1,-1,.,.,.,.,40,40,-1,-1,.,.,-1,-1,44,33,-1,-1,.,.
'143905,.,.,.,.,.,.,.,.,73,73,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,75,75,-1,-1,-1,-1,78,89,78,78,-1,-1,.,.
'143906,.,.,-1,-1,.,.,.,.,40,27,-1,-1,-1,-1,29,29,.,.,.,.,.,.,50,25,.,.,.,.,55,27,36,29,-1,-1,-1,-1
'144901,33,23,-1,-1,-1,-1,.,.,35,36,11,33,32,27,32,34,32,29,.,.,37,26,37,37,28,22,25,25,46,50,35,34,33,42,40,60
'144902,-1,-1,-1,-1,.,.,-1,-1,51,40,83,17,43,31,53,44,13,0,-1,-1,-1,-1,50,35,22,26,29,14,53,47,49,40,59,41,17,0
'144903,-1,-1,-1,-1,.,.,.,.,33,8,-1,-1,27,9,-1,-1,43,14,.,.,-1,-1,33,11,-1,-1,-1,-1,.,.,27,9,-1,-1,-1,-1
'145901,58,17,-1,-1,.,.,.,.,52,46,-1,-1,49,37,53,42,52,39,.,.,58,17,52,52,31,14,11,11,54,51,57,43,42,53,-1,-1
'145902,-1,-1,.,.,.,.,.,.,41,49,-1,-1,22,22,34,52,20,60,.,.,-1,-1,50,45,36,36,71,57,45,50,43,52,33,33,.,.
'145906,-1,-1,.,.,-1,-1,.,.,44,44,-1,-1,32,27,39,50,17,17,.,.,-1,-1,48,38,0,22,40,60,45,52,48,52,33,25,-1,-1
'145907,.,.,-1,-1,.,.,.,.,13,13,-1,-1,8,17,11,11,-1,-1,.,.,.,.,17,17,0,11,-1,-1,0,0,14,14,13,13,.,.
'145911,38,31,.,.,-1,-1,.,.,49,46,.,.,44,44,43,40,40,36,.,.,33,27,57,54,33,29,-1,-1,57,54,46,44,62,54,-1,-1
'146901,32,34,55,36,-1,-1,.,.,32,30,24,21,32,30,32,32,32,33,-1,-1,31,32,33,29,28,29,24,20,33,23,34,30,30,31,67,44
'146902,39,34,57,43,-1,-1,.,.,37,31,10,5,33,29,36,34,34,34,-1,-1,35,29,38,28,30,24,21,7,40,31,39,33,32,26,35,21
'146903,-1,-1,.,.,.,.,.,.,65,75,-1,-1,44,67,55,64,-1,-1,.,.,-1,-1,78,89,-1,-1,-1,-1,80,87,53,67,100,100,-1,-1
'146904,-1,-1,-1,-1,.,.,.,.,30,24,-1,-1,27,22,36,28,63,38,-1,-1,-1,-1,25,21,13,10,8,8,28,23,32,26,26,19,-1,-1
'146905,-1,-1,-1,-1,.,.,.,.,26,19,-1,-1,22,6,23,15,-1,-1,.,.,-1,-1,29,21,15,0,-1,-1,25,15,33,27,17,8,-1,-1
'146906,39,47,29,29,-1,-1,.,.,28,35,7,17,25,33,29,38,31,42,.,.,33,43,27,32,20,22,13,9,33,35,32,37,15,28,-1,-1
'146907,30,20,-1,-1,.,.,.,.,31,33,.,.,27,23,32,38,25,30,-1,-1,30,20,31,28,12,7,13,13,32,34,33,36,26,22,-1,-1
'147901,100,17,-1,-1,.,.,.,.,82,50,-1,-1,76,41,100,38,87,40,.,.,100,17,71,57,100,17,40,20,-1,-1,80,50,-1,-1,-1,-1
'147902,36,27,-1,-1,-1,-1,.,.,43,30,6,12,39,24,33,31,31,17,.,.,0,0,52,28,17,13,33,13,57,40,42,30,50,27,-1,-1
'147903,40,40,17,33,-1,-1,.,.,28,27,14,14,26,21,27,29,33,29,.,.,37,37,28,26,22,19,29,24,31,34,29,27,24,28,-1,-1
'148901,46,23,.,.,.,.,.,.,58,42,.,.,43,43,57,43,38,31,.,.,22,11,58,42,20,20,-1,-1,90,60,65,39,-1,-1,.,.
'148902,-1,-1,.,.,.,.,.,.,54,46,.,.,33,17,56,44,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,50,42,63,63,40,20,.,.
'148903,-1,-1,.,.,.,.,.,.,17,33,.,.,20,40,20,40,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,0,20,-1,-1,.,.
'148905,.,.,.,.,.,.,.,.,29,29,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.
'149901,-1,-1,.,.,.,.,.,.,83,75,-1,-1,75,65,79,79,79,71,.,.,-1,-1,87,70,43,57,-1,-1,88,80,79,75,94,76,-1,-1
'149902,-1,-1,-1,-1,.,.,.,.,71,41,.,.,50,32,65,41,70,39,.,.,-1,-1,75,42,55,20,40,20,71,47,74,40,50,50,.,.
'150901,13,0,40,40,.,.,.,.,42,26,-1,-1,38,23,38,20,26,16,.,.,13,0,47,32,19,14,40,27,50,30,42,28,44,19,33,33
'152802,.,.,-1,-1,.,.,.,.,63,63,59,65,55,55,65,71,67,56,.,.,.,.,60,50,40,40,-1,-1,.,.,60,60,-1,-1,.,.
'152803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'152806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'152901,41,41,80,67,84,74,-1,-1,46,38,32,25,39,28,43,39,39,29,-1,-1,40,41,50,36,23,14,24,22,69,61,46,38,47,38,38,21
'152902,.,.,-1,-1,.,.,.,.,36,53,.,.,25,38,30,52,13,38,.,.,.,.,42,54,7,30,-1,-1,54,64,35,47,37,63,-1,-1
'152903,-1,-1,.,.,.,.,.,.,36,36,20,20,27,24,32,32,22,26,.,.,-1,-1,40,40,0,7,18,24,61,55,38,39,29,25,-1,-1
'152906,44,31,75,75,80,60,-1,-1,57,52,38,46,40,31,55,53,46,38,.,.,43,29,60,51,31,16,28,26,64,61,62,58,46,37,67,33
'152907,37,29,50,44,87,80,-1,-1,52,51,30,22,38,38,49,52,40,38,-1,-1,33,25,56,51,22,16,35,36,65,66,56,55,42,42,54,50
'152908,-1,-1,-1,-1,.,.,.,.,25,19,-1,-1,22,18,30,27,16,12,-1,-1,-1,-1,20,11,9,13,0,0,50,35,29,17,19,22,-1,-1
'152909,-1,-1,-1,-1,.,.,.,.,60,50,.,.,51,36,55,59,47,44,-1,-1,-1,-1,64,41,46,26,-1,-1,65,54,61,49,56,52,40,0
'152910,-1,-1,-1,-1,.,.,.,.,70,61,.,.,60,43,65,58,61,45,.,.,-1,-1,73,63,40,40,50,50,80,77,65,61,93,64,-1,-1
'153903,.,.,.,.,.,.,.,.,28,44,.,.,30,40,22,33,10,30,.,.,.,.,33,56,18,36,-1,-1,50,63,36,50,-1,-1,.,.
'153904,-1,-1,-1,-1,.,.,.,.,32,44,.,.,35,35,18,35,27,27,.,.,-1,-1,47,53,20,40,.,.,45,73,36,48,22,33,.,.
'153905,-1,-1,.,.,.,.,.,.,71,60,.,.,67,22,65,57,67,47,.,.,-1,-1,79,63,71,14,-1,-1,74,67,74,62,63,50,-1,-1
'153907,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.
'154901,24,26,50,25,.,.,.,.,33,38,12,24,27,30,35,49,25,29,-1,-1,22,22,30,29,21,26,0,20,46,56,31,39,44,36,-1,-1
'154903,.,.,.,.,.,.,.,.,82,32,.,.,73,27,100,40,80,40,.,.,.,.,67,25,-1,-1,.,.,82,29,79,32,-1,-1,-1,-1
'155901,-1,-1,-1,-1,-1,-1,-1,-1,23,25,23,13,19,19,26,28,-1,-1,.,.,-1,-1,20,23,11,11,17,24,20,31,25,22,17,33,.,.
'156902,38,38,-1,-1,.,.,.,.,41,41,.,.,37,40,32,42,41,39,.,.,-1,-1,48,40,16,16,20,20,39,39,44,42,29,36,.,.
'156905,.,.,.,.,.,.,.,.,65,65,.,.,78,78,50,67,-1,-1,.,.,.,.,71,64,22,44,.,.,63,56,64,64,67,67,.,.
'157901,-1,-1,.,.,.,.,.,.,37,51,.,.,22,35,37,58,15,38,.,.,-1,-1,38,44,26,35,25,13,50,59,46,54,0,43,-1,-1
'158901,31,26,-1,-1,-1,-1,.,.,29,31,9,17,24,23,31,34,31,30,-1,.,30,25,26,28,18,15,26,33,35,47,31,33,20,24,-1,-1
'158902,32,21,-1,-1,.,.,.,.,44,42,-1,-1,39,33,49,49,36,39,.,.,21,7,40,36,21,13,22,11,60,50,42,37,50,56,-1,-1
'158904,.,.,.,.,.,.,.,.,15,23,.,.,11,22,0,17,17,33,.,.,.,.,29,29,.,.,-1,-1,14,14,18,27,-1,-1,-1,-1
'158905,23,23,.,.,50,67,.,.,42,40,.,.,34,37,36,44,33,33,.,.,23,23,49,34,21,18,25,13,71,53,41,40,46,38,.,.
'158906,-1,-1,-1,-1,.,.,.,.,67,46,56,22,63,39,69,52,67,33,.,.,-1,-1,64,39,63,21,40,0,70,57,71,56,58,27,-1,-1
'159901,47,40,.,.,-1,-1,.,.,47,42,.,.,45,38,45,44,47,42,24,24,36,28,50,40,35,29,30,33,-1,-1,47,41,45,47,52,37
'160901,-1,-1,-1,-1,.,.,.,.,31,31,-1,-1,26,28,20,32,24,21,.,.,-1,-1,38,30,12,0,33,44,41,45,30,30,38,38,.,.
'160904,.,.,.,.,.,.,.,.,56,50,.,.,38,38,50,50,80,60,.,.,.,.,60,50,50,33,-1,-1,46,46,67,50,33,50,-1,-1
'160905,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.
'161801,14,14,.,.,.,.,.,.,12,12,0,17,12,12,0,13,16,11,.,.,14,14,30,10,11,11,-1,-1,.,.,10,10,-1,-1,.,.
'161802,29,43,-1,-1,.,.,.,.,38,38,32,26,26,30,33,33,30,36,.,.,33,33,46,46,19,19,20,20,73,64,35,35,44,44,-1,-1
'161807,33,30,50,61,73,63,.,.,41,42,34,39,33,32,41,44,28,31,-1,-1,32,29,40,40,28,26,11,12,54,52,44,41,37,43,40,40
'161901,.,.,-1,-1,.,.,.,.,62,68,.,.,64,73,65,85,-1,-1,.,.,.,.,59,47,38,63,29,71,63,66,60,76,67,50,.,.
'161903,72,67,57,57,83,79,.,.,66,63,48,46,48,44,63,64,59,59,-1,-1,55,50,69,61,41,34,29,24,73,67,68,66,60,52,67,50
'161906,63,52,0,40,.,.,.,.,42,46,28,44,42,48,43,50,51,50,.,.,63,52,41,43,40,42,18,12,39,35,45,46,31,46,-1,-1
'161907,-1,-1,80,80,-1,-1,.,.,58,61,-1,-1,50,50,57,66,42,42,-1,-1,-1,-1,58,55,23,25,40,40,60,63,60,60,48,67,-1,-1
'161908,-1,-1,-1,-1,.,.,.,.,37,14,17,0,32,14,45,18,-1,-1,.,.,-1,-1,33,13,21,8,-1,-1,44,25,42,21,27,0,.,.
'161909,37,33,-1,-1,.,.,.,.,37,37,38,25,38,34,36,36,29,33,.,.,23,8,37,37,23,14,13,25,48,43,38,36,27,40,-1,-1
'161910,-1,-1,-1,-1,.,.,.,.,28,24,-1,-1,24,13,26,21,13,7,.,.,-1,-1,29,27,13,0,-1,-1,39,39,29,26,17,17,.,.
'161912,-1,-1,-1,-1,.,.,.,.,27,37,.,.,13,22,31,41,17,25,.,.,-1,-1,23,32,0,0,10,10,29,39,26,33,33,56,-1,-1
'161914,32,29,26,44,50,67,.,.,26,28,15,19,24,26,26,31,29,30,-1,-1,25,23,26,24,15,15,15,14,41,36,26,28,23,26,19,31
'161916,-1,-1,-1,-1,.,.,.,.,56,52,-1,-1,36,45,53,58,38,46,.,.,-1,-1,59,46,40,60,17,0,59,55,57,57,55,40,-1,-1
'161918,-1,-1,.,.,.,.,.,.,48,44,-1,-1,40,40,48,44,43,29,.,.,-1,-1,48,44,67,58,33,50,50,48,47,44,57,43,-1,-1
'161919,-1,-1,.,.,.,.,.,.,13,29,-1,-1,9,31,14,18,9,36,.,.,-1,-1,13,42,11,0,0,11,17,24,13,28,15,31,.,.
'161920,-1,-1,71,57,-1,-1,.,.,61,57,33,44,48,41,55,56,43,35,-1,-1,-1,-1,66,57,27,37,28,44,67,63,60,56,66,60,-1,-1
'161921,20,20,33,17,-1,-1,.,.,35,35,28,28,33,30,37,40,31,29,.,.,20,20,34,30,16,14,35,29,53,58,35,33,36,40,-1,-1
'161922,60,40,56,44,-1,-1,.,.,52,48,-1,-1,40,35,53,49,50,46,.,.,-1,-1,52,46,33,24,26,26,53,49,55,49,43,43,60,40
'161923,-1,-1,-1,-1,.,.,.,.,54,49,.,.,58,42,41,41,38,63,.,.,-1,-1,71,59,-1,-1,14,57,60,47,56,50,40,40,.,.
'161924,-1,-1,.,.,.,.,.,.,33,39,-1,-1,44,44,22,44,-1,-1,.,.,-1,-1,44,33,17,17,-1,-1,43,50,30,40,38,38,-1,-1
